Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6485,0,59,59.1871229002454,17.52762502292171,148.9175260066986,4848.128141865845,72.73761735449311,0.0,59,68,74,78,90,100,120,120,140,150,150
,Aggregated,6485,0,59,59.1871229002454,17.52762502292171,148.9175260066986,4848.128141865845,72.73761735449311,0.0,59,68,74,78,90,100,120,120,140,150,150
