Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6094,0,61,62.99999727261053,19.983219972345978,2874.116341001354,4848.224154906466,68.34618265458295,0.0,61,70,75,79,91,100,120,120,150,2900,2900
,Aggregated,6094,0,61,62.99999727261053,19.983219972345978,2874.116341001354,4848.224154906466,68.34618265458295,0.0,61,70,75,79,91,100,120,120,150,2900,2900
