Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6493,0,59,59.11873744336998,18.119274987839162,152.13252999819815,4848.2308640073925,72.82273813908058,0.0,59,68,74,78,89,100,120,120,140,150,150
,Aggregated,6493,0,59,59.11873744336998,18.119274987839162,152.13252999819815,4848.2308640073925,72.82273813908058,0.0,59,68,74,78,89,100,120,120,140,150,150
