Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6330,0,61,60.63498044147423,18.38066100026481,145.39238600991666,4848.490679304898,71.00182330657789,0.0,61,69,75,78,91,100,120,120,140,150,150
,Aggregated,6330,0,61,60.63498044147423,18.38066100026481,145.39238600991666,4848.490679304898,71.00182330657789,0.0,61,69,75,78,91,100,120,120,140,150,150
