Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6371,0,60,60.26635301664244,18.348941986914724,158.22696199757047,4848.281431486423,71.4593574162833,0.0,60,69,75,78,90,100,120,120,140,160,160
,Aggregated,6371,0,60,60.26635301664244,18.348941986914724,158.22696199757047,4848.281431486423,71.4593574162833,0.0,60,69,75,78,90,100,120,120,140,160,160
