Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6394,0,60,60.02202328720522,16.30267599830404,147.48138099093921,4848.385048482953,71.72089794619107,0.0,60,69,75,78,90,100,120,120,140,150,150
,Aggregated,6394,0,60,60.02202328720522,16.30267599830404,147.48138099093921,4848.385048482953,71.72089794619107,0.0,60,69,75,78,90,100,120,120,140,150,150
