Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6556,0,59,58.56670141119055,18.325693992665038,214.5853120018728,4848.231848688224,73.53545424007265,0.0,59,68,73,76,87,100,110,120,140,210,210
,Aggregated,6556,0,59,58.56670141119055,18.325693992665038,214.5853120018728,4848.231848688224,73.53545424007265,0.0,59,68,73,76,87,100,110,120,140,210,210
