Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6156,0,61,62.37809273058109,20.468205999350175,1500.6139079923742,4848.333333333333,69.03223077363333,0.0,61,70,75,79,91,110,120,130,140,1500,1500
,Aggregated,6156,0,61,62.37809273058109,20.468205999350175,1500.6139079923742,4848.333333333333,69.03223077363333,0.0,61,70,75,79,91,110,120,130,140,1500,1500
