date,container_name,rx_bytes.mean_value
5/11/2022 6:27:41.000000000 PM,k8s_POD_details-v1-994cb687f-xljxf_without-monitoring_ca591c02-ea74-4be4-a3eb-1df30a625f7c_0,161040
5/11/2022 6:27:41.000000000 PM,k8s_POD_ratings-v1-7669f78ff5-vbsfs_without-monitoring_439bb3e1-21e8-4315-ad98-0ee9cfcf5ed9_0,50819
5/11/2022 6:27:41.000000000 PM,k8s_POD_reviews-v2-7848469667-ft5t7_without-monitoring_5fafa2cf-4a80-4111-a085-406764925e63_0,44180.5
5/11/2022 6:27:41.000000000 PM,k8s_POD_reviews-v3-5b4bcdbdff-62ntf_without-monitoring_6f717e12-3326-47f9-9b3f-344afa1dce0b_0,68540
5/11/2022 6:27:42.000000000 PM,k8s_POD_productpage-v1-6c575bc5f7-kc8n9_without-monitoring_f20732fa-9206-440f-9d3d-616177df26f6_0,233460.5
5/11/2022 6:27:42.000000000 PM,k8s_POD_ratings-v1-7669f78ff5-vbsfs_without-monitoring_439bb3e1-21e8-4315-ad98-0ee9cfcf5ed9_0,104563
5/11/2022 6:27:42.000000000 PM,k8s_POD_reviews-v1-d9c7bcb7f-k8825_without-monitoring_9f91306a-a187-4721-a092-9fd03a4573a7_0,32405.5
5/11/2022 6:27:42.000000000 PM,k8s_POD_reviews-v2-7848469667-ft5t7_without-monitoring_5fafa2cf-4a80-4111-a085-406764925e63_0,96543
5/11/2022 6:27:43.000000000 PM,k8s_POD_details-v1-994cb687f-xljxf_without-monitoring_ca591c02-ea74-4be4-a3eb-1df30a625f7c_0,103210.5
5/11/2022 6:27:43.000000000 PM,k8s_POD_reviews-v3-5b4bcdbdff-62ntf_without-monitoring_6f717e12-3326-47f9-9b3f-344afa1dce0b_0,45542.5
5/11/2022 6:27:44.000000000 PM,k8s_POD_productpage-v1-6c575bc5f7-kc8n9_without-monitoring_f20732fa-9206-440f-9d3d-616177df26f6_0,217025
5/11/2022 6:27:44.000000000 PM,k8s_POD_ratings-v1-7669f78ff5-vbsfs_without-monitoring_439bb3e1-21e8-4315-ad98-0ee9cfcf5ed9_0,63259.5
5/11/2022 6:27:44.000000000 PM,k8s_POD_reviews-v1-d9c7bcb7f-k8825_without-monitoring_9f91306a-a187-4721-a092-9fd03a4573a7_0,30818.5
5/11/2022 6:27:44.000000000 PM,k8s_POD_reviews-v2-7848469667-ft5t7_without-monitoring_5fafa2cf-4a80-4111-a085-406764925e63_0,61925.5
5/11/2022 6:27:44.000000000 PM,k8s_POD_reviews-v3-5b4bcdbdff-62ntf_without-monitoring_6f717e12-3326-47f9-9b3f-344afa1dce0b_0,73966
5/11/2022 6:27:45.000000000 PM,k8s_POD_details-v1-994cb687f-xljxf_without-monitoring_ca591c02-ea74-4be4-a3eb-1df30a625f7c_0,82583.5
5/11/2022 6:27:45.000000000 PM,k8s_POD_productpage-v1-6c575bc5f7-kc8n9_without-monitoring_f20732fa-9206-440f-9d3d-616177df26f6_0,292620
