Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1652977410,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1652977411,1,,Aggregated,0.000000,0.000000,26,26,27,28,29,41,71,71,71,71,71,37,0,26,26.6348032589146,19.764186930842698,71.11219991929829,4857.378378378378
1652977412,1,,Aggregated,0.000000,0.000000,25,26,27,27,29,41,66,71,71,71,71,73,0,25,26.587244954075,19.764186930842698,71.11219991929829,4839.219178082192
1652977413,1,,Aggregated,7.000000,0.000000,25,26,27,27,31,66,67,68,71,71,71,107,0,25,27.80075581465787,19.664086983539164,71.11219991929829,4845.242990654206
1652977414,1,,Aggregated,22.000000,0.000000,25,26,27,27,30,66,69,70,71,71,71,145,0,25,27.451413322304344,19.664086983539164,71.11219991929829,4843.744827586207
1652977415,1,,Aggregated,26.333333,0.000000,25,26,27,27,30,66,69,70,71,71,71,180,0,25,27.55273661395121,19.664086983539164,71.11219991929829,4848.333333333333
1652977416,1,,Aggregated,29.000000,0.000000,25,26,27,27,29,66,69,69,71,71,71,219,0,25,27.2849533551683,19.664086983539164,71.11219991929829,4843.785388127854
1652977417,1,,Aggregated,30.400000,0.000000,26,26,27,27,29,65,68,69,71,71,71,256,0,25,27.233274884565617,19.664086983539164,71.11219991929829,4849.640625
1652977418,1,,Aggregated,31.166667,0.000000,26,26,27,27,29,65,69,70,71,71,71,293,0,26,27.13785757892368,19.664086983539164,71.14375499077141,4847.204778156996
1652977419,1,,Aggregated,32.428571,0.000000,26,26,27,27,29,62,68,69,71,71,71,332,0,26,26.96707121907251,19.173679989762604,71.14375499077141,4847.3373493975905
1652977420,2,,Aggregated,33.000000,0.000000,26,26,27,27,29,62,68,69,71,71,71,367,0,26,26.977313990763083,19.173679989762604,71.14375499077141,4846.520435967303
