Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6474,0,59,59.30282847802545,18.410868011415005,157.8485630452633,4848.333333333333,72.62138794537593,0.0,59,68,74,78,89,100,110,120,140,160,160
,Aggregated,6474,0,59,59.30282847802545,18.410868011415005,157.8485630452633,4848.333333333333,72.62138794537593,0.0,59,68,74,78,89,100,110,120,140,160,160
