Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6412,0,60,59.86304061486736,18.728603958152235,158.92304596491158,4848.230193387399,71.93112346579547,0.0,60,69,74,78,90,100,120,120,140,160,160
,Aggregated,6412,0,60,59.86304061486736,18.728603958152235,158.92304596491158,4848.230193387399,71.93112346579547,0.0,60,69,74,78,90,100,120,120,140,160,160
