Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6145,0,61,62.48873604754815,20.684102084487677,1219.734899001196,4848.387144019528,68.91026945673943,0.0,61,70,75,79,91,100,120,120,140,1200,1200
,Aggregated,6145,0,61,62.48873604754815,20.684102084487677,1219.734899001196,4848.387144019528,68.91026945673943,0.0,61,70,75,79,91,100,120,120,140,1200,1200
