Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6374,0,59,60.237837995974985,19.173679989762604,156.03163198102266,4848.280828365234,71.49173452720561,0.0,59,69,74,78,90,100,120,120,140,160,160
,Aggregated,6374,0,59,60.237837995974985,19.173679989762604,156.03163198102266,4848.280828365234,71.49173452720561,0.0,59,69,74,78,90,100,120,120,140,160,160
