Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6462,0,60,59.42279028966205,17.58800700190477,148.01864699984435,4848.333333333333,72.47271813425616,0.0,60,69,74,77,89,100,110,120,140,150,150
,Aggregated,6462,0,60,59.42279028966205,17.58800700190477,148.01864699984435,4848.333333333333,72.47271813425616,0.0,60,69,74,77,89,100,110,120,140,150,150
