Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6298,0,59,61.02073828509586,18.6096230027033,338.4298590099206,4848.22705620832,70.57537943589293,0.0,59,68,73,77,93,110,130,150,290,340,340
,Aggregated,6298,0,59,61.02073828509586,18.6096230027033,338.4298590099206,4848.22705620832,70.57537943589293,0.0,59,68,73,77,93,110,130,150,290,340,340
