Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,3818,0,45,48.65180217607939,17.4900390120456,155.14281400828622,4848.245678365636,68.08048876441806,0.0,45,55,62,68,79,90,100,110,130,160,160
,Aggregated,3818,0,45,48.65180217607939,17.4900390120456,155.14281400828622,4848.245678365636,68.08048876441806,0.0,45,55,62,68,79,90,100,110,130,160,160
