Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,6445,0,60,59.56333127357134,17.83476299897302,153.54608300549444,4848.539798293251,72.2825931217228,0.0,60,68,73,77,90,100,120,120,140,150,150
,Aggregated,6445,0,60,59.56333127357134,17.83476299897302,153.54608300549444,4848.539798293251,72.2825931217228,0.0,60,68,73,77,90,100,120,120,140,150,150
