Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,4019,0,51,55.23720530642707,18.40646399068646,1122.1492909971857,4848.498880318487,64.69064570179387,0.0,51,61,68,73,85,96,110,120,140,1100,1100
,Aggregated,4019,0,51,55.23720530642707,18.40646399068646,1122.1492909971857,4848.498880318487,64.69064570179387,0.0,51,61,68,73,85,96,110,120,140,1100,1100
