date,container_name,tx_bytes.mean_value
5/12/2022 8:39:38.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:39:39.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1499.5
5/12/2022 8:39:40.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:39:40.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1115.5
5/12/2022 8:39:41.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:39:42.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:39:43.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1543.5
5/12/2022 8:39:44.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,691.5
5/12/2022 8:39:45.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,247.5
5/12/2022 8:39:45.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,495
5/12/2022 8:39:46.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:39:47.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,784.5
5/12/2022 8:39:48.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:39:48.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1635
5/12/2022 8:39:49.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:39:50.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,280.5
5/12/2022 8:39:52.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:39:53.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,123.75
5/12/2022 8:39:55.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,496
5/12/2022 8:39:56.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,788.75
5/12/2022 8:39:56.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1173
5/12/2022 8:39:57.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:39:58.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:39:59.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1824
5/12/2022 8:40:01.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:02.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,901.5
5/12/2022 8:40:03.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,85.5
5/12/2022 8:40:03.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1635
5/12/2022 8:40:04.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,561
5/12/2022 8:40:05.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:05.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,247.5
5/12/2022 8:40:06.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:07.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:08.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:09.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:10.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1478.5
5/12/2022 8:40:11.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:11.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1115.5
5/12/2022 8:40:13.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:14.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1503
5/12/2022 8:40:15.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,912
5/12/2022 8:40:15.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,495
5/12/2022 8:40:16.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1569
5/12/2022 8:40:17.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:18.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,817.5
5/12/2022 8:40:19.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,33
5/12/2022 8:40:19.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:21.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,247.5
5/12/2022 8:40:22.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:22.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,165
5/12/2022 8:40:24.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:25.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,999.6666666666666
5/12/2022 8:40:26.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1115.5
5/12/2022 8:40:27.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:28.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,3021
5/12/2022 8:40:28.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:30.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,247.5
5/12/2022 8:40:30.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,900
5/12/2022 8:40:31.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:31.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1872
5/12/2022 8:40:33.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,85.5
5/12/2022 8:40:33.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,850.5
5/12/2022 8:40:34.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,561
5/12/2022 8:40:34.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,495
5/12/2022 8:40:35.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:36.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:37.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:37.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:39.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1478.5
5/12/2022 8:40:39.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,529
5/12/2022 8:40:41.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:41.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,586.5
5/12/2022 8:40:42.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:43.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1576.5
5/12/2022 8:40:44.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,495
5/12/2022 8:40:45.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,600
5/12/2022 8:40:46.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:46.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1569
5/12/2022 8:40:47.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:48.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,883.5
5/12/2022 8:40:49.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,280.5
5/12/2022 8:40:50.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:50.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,247.5
5/12/2022 8:40:51.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:51.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:53.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:53.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:55.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,529
5/12/2022 8:40:56.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1007.6666666666666
5/12/2022 8:40:56.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1173
5/12/2022 8:40:57.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:40:58.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:40:59.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1800
5/12/2022 8:41:00.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1194
5/12/2022 8:41:00.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:01.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:02.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,916.5
5/12/2022 8:41:03.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,85.5
5/12/2022 8:41:03.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1701
5/12/2022 8:41:04.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,561
5/12/2022 8:41:05.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,280.5
5/12/2022 8:41:06.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:07.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:07.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,157
5/12/2022 8:41:08.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:09.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1532.5
5/12/2022 8:41:11.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:12.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,557.75
5/12/2022 8:41:13.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1510.5
5/12/2022 8:41:13.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:15.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,247.5
5/12/2022 8:41:17.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:17.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1300.5
5/12/2022 8:41:18.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:19.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:22.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,140.25
5/12/2022 8:41:22.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,165
5/12/2022 8:41:23.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:24.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:25.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,529
5/12/2022 8:41:26.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1173
5/12/2022 8:41:27.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,985.6666666666666
5/12/2022 8:41:28.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,3087
5/12/2022 8:41:28.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:30.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,247.5
5/12/2022 8:41:31.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:31.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1145
5/12/2022 8:41:32.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,171
5/12/2022 8:41:32.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1635
5/12/2022 8:41:34.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,280.5
5/12/2022 8:41:34.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:35.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:36.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,333
5/12/2022 8:41:37.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:38.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:39.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:39.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:41.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1115.5
5/12/2022 8:41:42.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,985.6666666666666
5/12/2022 8:41:43.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,3021
5/12/2022 8:41:43.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:44.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,495
5/12/2022 8:41:46.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:46.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1145
5/12/2022 8:41:48.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,856.5
5/12/2022 8:41:49.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,187
5/12/2022 8:41:50.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,247.5
5/12/2022 8:41:51.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:51.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:53.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:41:53.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:57.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,749.75
5/12/2022 8:41:57.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,557.75
5/12/2022 8:41:58.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,0
5/12/2022 8:41:59.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,1791
5/12/2022 8:42:00.000000000 PM,k8s_POD_prometheus1-67d94b649f-dkk7h_prometheus-federated_e078d7b2-dea8-4ca1-9cf6-6e809690fc78_0,0
5/12/2022 8:42:00.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,900
5/12/2022 8:42:01.000000000 PM,k8s_POD_prometheus2-7ff45c9d8c-n8tp8_prometheus-federated_b6682359-0bfd-46ed-8cef-c0f651d480c9_0,1635
